Kiang voltas;Poliester Metros;Tempo/minuto;2;3;4;5;6;7;8;9;10;11;12
1950;1883.7;2093;1046.5;697.666666666667;523.25;418.6;348.833333333333;299;261.625;232.555555555556;209.3;190.272727272727;174.416666666667
2000;1932;2146.66666666667;1073.33333333333;715.555555555556;536.666666666667;429.333333333333;357.777777777778;306.666666666667;268.333333333333;238.518518518519;214.666666666667;195.151515151515;178.888888888889
2050;1980.3;2200.33333333333;1100.16666666667;733.444444444444;550.083333333333;440.066666666667;366.722222222222;314.333333333333;275.041666666667;244.481481481481;220.033333333333;200.030303030303;183.361111111111
2100;2028.6;2254;1127;751.333333333333;563.5;450.8;375.666666666667;322;281.75;250.444444444444;225.4;204.909090909091;187.833333333333
2150;2076.9;2307.66666666667;1153.83333333333;769.222222222222;576.916666666667;461.533333333333;384.611111111111;329.666666666667;288.458333333333;256.407407407407;230.766666666667;209.787878787879;192.305555555556
2200;2125.2;2361.33333333333;1180.66666666667;787.111111111111;590.333333333333;472.266666666667;393.555555555555;337.333333333333;295.166666666667;262.37037037037;236.133333333333;214.666666666667;196.777777777778
2250;2173.5;2415;1207.5;805;603.75;483;402.5;345;301.875;268.333333333333;241.5;219.545454545455;201.25
2300;2221.8;2468.66666666667;1234.33333333333;822.888888888889;617.166666666667;493.733333333333;411.444444444444;352.666666666667;308.583333333333;274.296296296296;246.866666666667;224.424242424242;205.722222222222
2350;2270.1;2522.33333333333;1261.16666666667;840.777777777778;630.583333333333;504.466666666667;420.388888888889;360.333333333333;315.291666666667;280.259259259259;252.233333333333;229.30303030303;210.194444444444
2400;2318.4;2576;1288;858.666666666667;644;515.2;429.333333333333;368;322;286.222222222222;257.6;234.181818181818;214.666666666667
2450;2366.7;2629.66666666667;1314.83333333333;876.555555555556;657.416666666667;525.933333333333;438.277777777778;375.666666666667;328.708333333333;292.185185185185;262.966666666667;239.060606060606;219.138888888889
2500;2415;2683.33333333333;1341.66666666667;894.444444444444;670.833333333333;536.666666666667;447.222222222222;383.333333333333;335.416666666667;298.148148148148;268.333333333333;243.939393939394;223.611111111111
2550;2463.3;2737;1368.5;912.333333333333;684.25;547.4;456.166666666667;391;342.125;304.111111111111;273.7;248.818181818182;228.083333333333
2600;2511.6;2790.66666666667;1395.33333333333;930.222222222222;697.666666666667;558.133333333333;465.111111111111;398.666666666667;348.833333333333;310.074074074074;279.066666666667;253.69696969697;232.555555555556
2650;2559.9;2844.33333333333;1422.16666666667;948.111111111111;711.083333333333;568.866666666667;474.055555555556;406.333333333333;355.541666666667;316.037037037037;284.433333333333;258.575757575758;237.027777777778
2700;2608.2;2898;1449;966;724.5;579.6;483;414;362.25;322;289.8;263.454545454545;241.5
