2015-03-06;Ateramos a quantidade de voltas das urdideiras Kiang e Ivasa, utilizavam respectivamente 0,966 e 0,65
;Passaram a utilizar Kiang 1,21, IVASA 0,74
2015-04-15;Os materiais M21028 aumentaram em 5% sua quantidade por volta.
2015-04-16;alterei a produção de 1,21 por volta da kiang e reduzi as voltas em 8%, também 0,74 da ivasa reduzi 8%
2015-05-21;alterei a produção por volta da kiang e reduzi as voltas em 3%, também da ivasa reduzi 3%
