aba;aplica_a;tipo;formula1;formula2;cor_fundo
DADOS DOS PRODUTOS;O1527:Q1527,O1521:Q1521;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1518:Q1522,P1521:Q1523,Q1522:Q1524;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1536:Q1536;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P1536:Q1536;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1531:P1537;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1609:O1613;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1612:Q1614,P1609:Q1613;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1638;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1638:O1642;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1623;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1620:O1624;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1623:Q1625,P1621:Q1624;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1848;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1848:P1848;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1848:Q1848,O1840:Q1840;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1829:P1829;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1829;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1829:Q1829;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1829,Q1829;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1803;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1803,Q1803;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1850;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1850:P1850;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1854:P1854;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1854;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1860;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1860:Q1860;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1860:P1860;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1860,Q1860;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1808;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1808:Q1808;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1808:P1808;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1901:P1901;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1901:Q1901;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1901;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1867;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1867:Q1867;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1867:P1867;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1946;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1946:Q1946;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1946:P1946;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1946,Q1946;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;N1365;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;N1441;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;N1456;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;N1477;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P2277;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P2277:Q2277;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1635;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1483;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1483:P1483;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1483:Q1483;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1489,O1483;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1483:Q1487,P1481:Q1483,Q1482:Q1484;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1479:P1481,O1483:P1485,P1480:P1483;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1475:P1475;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1475:Q1475;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1470:P1478;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2208;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1897;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1897:P1897;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1897:Q1897;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1607;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1607:O1610;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1604:O1608;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1792;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1792:Q1792;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1649;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1646:O1650;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1646:Q1650,P1649:Q1651;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1646:P1650,P1649:P1651;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1524;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1626:P1626;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P1626;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1626:P1626,O1628;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1796;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1796:Q1800;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1796:O1800;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1796:P1800;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1796:Q1802;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1796:O1802;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1796:P1802;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1831;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1831:Q1831;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1831:P1831;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1831,Q1831;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P2385;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1665:Q1665;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2156;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2500;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2500:P2500;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P1181:Q1182,O1183:Q1186;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1652;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1652:P1652;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1652:Q1652;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1924;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1924:Q1924;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2387;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2432:P2432;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;N2179;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;N2189;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;N2218;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;N2198;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2455:P2455;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2452:P2452;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2435:P2435;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2226;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2222;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P2150;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2073:P2073;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2058;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1954;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1954:Q1954;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1954,Q1954;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;Q1954,O1954;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1954:P1954;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1894:P1894;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1894;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1884;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1884:P1884;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1884:Q1884;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1874:Q1874;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1874;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1874:P1874;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1874,Q1874;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1202:Q1205;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1199:P1203;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2501;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2501:P2501;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2578;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;N2578;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;N2603;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1522;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1543;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1543:P1543;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1543:Q1543;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1543:O1546;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1545;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O1545:Q1545;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2743:P2743;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2743:Q2743;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2955;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3082;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3093;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2747:P2747;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3204:P3204;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2939;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3220;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3222:P3222;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3272:P3272;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2940;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3393:O3395;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3395;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2817:Q2817;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2817:P2817;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3554:P3554;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3563:P3563;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3555:P3555;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3611:P3611;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;Q3611;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3628;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3653;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O814;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O814:Q814;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O108;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O84:P84;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O939;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O952;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2808:P2808;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3711;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3711:Q3711;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3710:Q3710;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3710;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3714:O3717;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3714:Q3717;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3720;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3728;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3721;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3721:P3721;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3721:Q3721;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3729;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3729:Q3729;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3730:P3730;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3730;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3730:Q3730;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3738:Q3739;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3091;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3753;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3753:P3753;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3753:Q3753;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3755:P3755;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3761;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3207:P3207;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3725;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3725:P3725;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3725:Q3725;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3758:O3760;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3758:Q3760;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2957;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3095;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3225:P3225;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3225;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3618:Q3618;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3657;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3723:Q3724;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3686;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3564:P3564;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3584;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3542:O3543;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3542:P3543;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3542:Q3543;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3403;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3403:Q3403;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3276:P3276;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3762;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3762:Q3762;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3768;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3768:Q3768;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3772;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3773:Q3773;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3785;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3785:Q3785;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3787:Q3787;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3793;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3793:Q3793;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3791;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3805:P3805;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3811;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3812;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3812:P3812;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3812:Q3812;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3814;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3814:P3814;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3814:Q3814;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3144:P3144;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3537:O3540;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3537:Q3540;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3552:O3553;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3583;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3614:O3617;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3720;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3730;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3768;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;N3863;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O142;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O166;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O201:Q201,O176:Q178;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O2580;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3711:O3713;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3807;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3807:P3807;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3807:Q3807;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;P3896;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3898;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3898:P3898;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3898:Q3898;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3628;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3630;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3630:Q3630;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3630:P3630;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3723:O3724;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3756:O3757;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3895:Q3895;valor da celula;"=""ERRADO""";;RGB 255
DADOS DOS PRODUTOS;O3895;valor da celula;"=""ERRADO""";;RGB 255
CONSUMO;A3:A17;texto especifico;;;RGB 255
CONSUMO;A3:A32;texto especifico;;;RGB 255
CORES USADAS;B1:C200;texto especifico;;;RGB 255
CORES USADAS;J1:K200;texto especifico;;;RGB 255
CORES USADAS;R1:S200;texto especifico;;;RGB 255
CORES USADAS;V1:W200;texto especifico;;;RGB 255
CORES USADAS;F1:G300;texto especifico;;;RGB 255
CORES USADAS;N1:O60,N62:O200,N61;texto especifico;;;RGB 255
